,class,address
23783,3.618,/home/sanchit/Desktop/app/Selfie-dataset/images/10261179_1424091231176661_437216535_a.jpg
45723,3.801,/home/sanchit/Desktop/app/Selfie-dataset/images/928513_270280773146426_1314306601_a.jpg
11562,4.731,/home/sanchit/Desktop/app/Selfie-dataset/images/10175358_281383722038079_1211468348_a.jpg
19478,4.264,/home/sanchit/Desktop/app/Selfie-dataset/images/10251531_1453492574790046_2021630636_a.jpg
10868,3.561,/home/sanchit/Desktop/app/Selfie-dataset/images/10175303_470155483116950_145700915_a.jpg
5526,3.748,/home/sanchit/Desktop/app/Selfie-dataset/images/10012532_1437415019830323_1860121378_a.jpg
28194,3.169,/home/sanchit/Desktop/app/Selfie-dataset/images/1172215_622619441146829_1575696056_a.jpg
29541,3.711,/home/sanchit/Desktop/app/Selfie-dataset/images/1390098_1424121971169791_1238150539_a.jpg
46610,3.452,/home/sanchit/Desktop/app/Selfie-dataset/images/b123718e8f0411e1989612313815112c_6.jpg
37,2.0,/home/sanchit/Desktop/app/blurData/defocused_blurred/93_HONOR-7X_F.jpg
2913,5.775,/home/sanchit/Desktop/app/Selfie-dataset/images/10009898_1441064379470012_1069567349_a.jpg
218,1.0,/home/sanchit/Desktop/app/blurData/defocused_blurred/234_XIAOMI-REDMI-NOTE-5A-PRIME_F.jpg
758,5,/home/sanchit/Desktop/app/fashionData/goodSamples/img_00099450.jpg
39897,4.173,/home/sanchit/Desktop/app/Selfie-dataset/images/924947_1420996951488042_598899709_a.jpg
228,2.893,/home/sanchit/Desktop/app/Selfie-dataset/images/10004245_451299101683336_1536691730_a.jpg
45918,3.846,/home/sanchit/Desktop/app/Selfie-dataset/images/929058_258801377633357_1030583965_a.jpg
741,3,/home/sanchit/Desktop/app/fashionData/badSamples/img_00004373.jpg
25533,3.407,/home/sanchit/Desktop/app/Selfie-dataset/images/1170323_298814340274751_1188724196_a.jpg
18673,4.578,/home/sanchit/Desktop/app/Selfie-dataset/images/10251469_222168117978052_174685053_a.jpg
30322,4.018,/home/sanchit/Desktop/app/Selfie-dataset/images/1515221_557230187709219_1961110084_a.jpg
31316,3.611,/home/sanchit/Desktop/app/Selfie-dataset/images/1515886_1400575703550103_1207085908_a.jpg
1036,7,/home/sanchit/Desktop/app/menWomen/men/00000920.jpg
7623,5.346,/home/sanchit/Desktop/app/Selfie-dataset/images/10013249_231153640426584_2020200902_a.jpg
38904,2.903,/home/sanchit/Desktop/app/Selfie-dataset/images/1962910_1493327637554913_1239436252_a.jpg
14239,4.284,/home/sanchit/Desktop/app/Selfie-dataset/images/10246055_275416079293600_1908923263_a.jpg
14939,5.234,/home/sanchit/Desktop/app/Selfie-dataset/images/10246107_310782605740933_1824139688_a.jpg
33029,4.904,/home/sanchit/Desktop/app/Selfie-dataset/images/1516758_1461390414095660_366472242_a.jpg
7099,5.241,/home/sanchit/Desktop/app/Selfie-dataset/images/10013163_308550689293471_348326571_a.jpg
44471,2.871,/home/sanchit/Desktop/app/Selfie-dataset/images/927647_242351392617134_1694664797_a.jpg
4040,5.356,/home/sanchit/Desktop/app/Selfie-dataset/images/10011327_1435935716648819_1492859969_a.jpg
1197,4.964,/home/sanchit/Desktop/app/Selfie-dataset/images/10005585_745544118866093_558783335_a.jpg
41922,3.873,/home/sanchit/Desktop/app/Selfie-dataset/images/926159_1440322496206263_1908936968_a.jpg
45610,2.837,/home/sanchit/Desktop/app/Selfie-dataset/images/928504_616834308401290_146088611_a.jpg
42285,5.774,/home/sanchit/Desktop/app/Selfie-dataset/images/926423_797231773628276_1257117465_a.jpg
41877,4.959,/home/sanchit/Desktop/app/Selfie-dataset/images/926156_223155601211996_596458199_a.jpg
28040,3.921,/home/sanchit/Desktop/app/Selfie-dataset/images/1172173_730659213622688_857191110_a.jpg
1249,6,/home/sanchit/Desktop/app/fashionData/goodSamples/img_00049633.jpg
566,7,/home/sanchit/Desktop/app/menWomen/men/00001345.png
40,7,/home/sanchit/Desktop/app/manual_dataset/5/IMG-20210604-WA0019.jpg
11258,5.227,/home/sanchit/Desktop/app/Selfie-dataset/images/10175333_470462329721496_416533165_a.jpg
182,1.0,/home/sanchit/Desktop/app/blurData/defocused_blurred/213_ONEPLUS-3T_F.jpg
228,4,/home/sanchit/Desktop/app/manual_dataset/3/IMG_20210227_161947_227.jpg
31189,4.247,/home/sanchit/Desktop/app/Selfie-dataset/images/1515839_638518826196827_137929294_a.jpg
336,1.0,/home/sanchit/Desktop/app/blurData/defocused_blurred/16_IPHONE-7_F.jpeg
20696,5.82,/home/sanchit/Desktop/app/Selfie-dataset/images/10254114_1439045359669554_50146003_a.jpg
40188,5.683,/home/sanchit/Desktop/app/Selfie-dataset/images/924971_1439781992932076_340020400_a.jpg
26430,4.344,/home/sanchit/Desktop/app/Selfie-dataset/images/1171217_1412581829005079_157158674_a.jpg
1191,7,/home/sanchit/Desktop/app/menWomen/women/00000163.jpg
13321,3.886,/home/sanchit/Desktop/app/Selfie-dataset/images/10245984_554045138044963_1864001915_a.jpg
36306,3.384,/home/sanchit/Desktop/app/Selfie-dataset/images/1596981_278503812309092_2107930941_a.jpg
45600,3.878,/home/sanchit/Desktop/app/Selfie-dataset/images/928503_643569222363761_1075038617_a.jpg
99,4,/home/sanchit/Desktop/app/manual_dataset/3/IMG_20200401_121845.jpg
15317,4.223,/home/sanchit/Desktop/app/Selfie-dataset/images/10246137_760566773962868_1009847029_a.jpg
15488,4.103,/home/sanchit/Desktop/app/Selfie-dataset/images/10246150_703811396328138_960210896_a.jpg
24386,2.693,/home/sanchit/Desktop/app/Selfie-dataset/images/10261288_488255697944486_1498752257_a.jpg
8097,4.968,/home/sanchit/Desktop/app/Selfie-dataset/images/10013329_229604857239531_63118624_a.jpg
9453,4.648,/home/sanchit/Desktop/app/Selfie-dataset/images/10175185_229399107254805_665771197_a.jpg
4347,5.035,/home/sanchit/Desktop/app/Selfie-dataset/images/10011384_1476884939190780_782396891_a.jpg
33940,3.67,/home/sanchit/Desktop/app/Selfie-dataset/images/1527567_540445449409672_1259915803_a.jpg
40576,4.373,/home/sanchit/Desktop/app/Selfie-dataset/images/925232_485013251627698_1644376073_a.jpg
46453,5.05,/home/sanchit/Desktop/app/Selfie-dataset/images/929299_780151021995750_878247317_a.jpg
24999,4.132,/home/sanchit/Desktop/app/Selfie-dataset/images/1168872_596157823808189_1821297998_a.jpg
25386,4.375,/home/sanchit/Desktop/app/Selfie-dataset/images/1170128_496636337109304_10921072_a.jpg
1215,3.386,/home/sanchit/Desktop/app/Selfie-dataset/images/10005593_737340052954568_1038520314_a.jpg
24544,4.616,/home/sanchit/Desktop/app/Selfie-dataset/images/10261318_1459268490974406_1363715992_a.jpg
399,1,/home/sanchit/Desktop/app/fashionData/badSamples/img_00048299.jpg
626,7,/home/sanchit/Desktop/app/menWomen/women/00001572.jpg
13715,6.124,/home/sanchit/Desktop/app/Selfie-dataset/images/10246012_251893638327226_1126818588_a.jpg
28711,3.988,/home/sanchit/Desktop/app/Selfie-dataset/images/1209596_475076115955034_1671056184_a.jpg
16668,4.291,/home/sanchit/Desktop/app/Selfie-dataset/images/10249100_755414954489225_1595916970_a.jpg
41266,5.256,/home/sanchit/Desktop/app/Selfie-dataset/images/925817_768846196481452_223855140_a.jpg
28695,3.836,/home/sanchit/Desktop/app/Selfie-dataset/images/1209589_550215405095260_2019736409_a.jpg
29870,5.649,/home/sanchit/Desktop/app/Selfie-dataset/images/1515124_376408919163924_918796278_a.jpg
16224,4.361,/home/sanchit/Desktop/app/Selfie-dataset/images/10246211_738654076174118_1024096131_a.jpg
14177,3.706,/home/sanchit/Desktop/app/Selfie-dataset/images/10246051_263845917129901_2129817635_a.jpg
23907,5.462,/home/sanchit/Desktop/app/Selfie-dataset/images/10261205_742072705826221_782849184_a.jpg
9183,4.605,/home/sanchit/Desktop/app/Selfie-dataset/images/10175162_212644185613584_1149514284_a.jpg
2140,4.629,/home/sanchit/Desktop/app/Selfie-dataset/images/10009258_1579434282280988_220611858_a.jpg
40599,4.358,/home/sanchit/Desktop/app/Selfie-dataset/images/925233_440276179449535_1854457488_a.jpg
367,6,/home/sanchit/Desktop/app/manual_dataset/4/IMG-20210219-WA0037.jpg
26433,5.264,/home/sanchit/Desktop/app/Selfie-dataset/images/1171217_234276266778401_300305873_a.jpg
342,1.0,/home/sanchit/Desktop/app/blurData/defocused_blurred/283_HONOR-10_F.jpg
560,7,/home/sanchit/Desktop/app/menWomen/men/00000032.jpg
13122,5.046,/home/sanchit/Desktop/app/Selfie-dataset/images/10245969_267832033397957_2045015141_a.jpg
31347,4.742,/home/sanchit/Desktop/app/Selfie-dataset/images/1515890_751702818182553_798049530_a.jpg
1300,6,/home/sanchit/Desktop/app/fashionData/goodSamples/img_00065213.jpg
27795,4.005,/home/sanchit/Desktop/app/Selfie-dataset/images/1172111_218608991671069_1686895628_a.jpg
38560,4.904,/home/sanchit/Desktop/app/Selfie-dataset/images/1941113_794344260589178_516604610_a.jpg
18439,5.159,/home/sanchit/Desktop/app/Selfie-dataset/images/10251450_279022325596616_1842104311_a.jpg
20412,4.797,/home/sanchit/Desktop/app/Selfie-dataset/images/10254087_622872897804890_1406135910_a.jpg
623,1,/home/sanchit/Desktop/app/fashionData/badSamples/img_00034510.jpg
831,5.321,/home/sanchit/Desktop/app/Selfie-dataset/images/10005477_233073463550345_428614549_a.jpg
38155,3.701,/home/sanchit/Desktop/app/Selfie-dataset/images/1922136_304940696323367_499248508_a.jpg
32824,5.068,/home/sanchit/Desktop/app/Selfie-dataset/images/1516665_1493392427550364_609748107_a.jpg
7208,5.199,/home/sanchit/Desktop/app/Selfie-dataset/images/10013177_618712604871161_1221459748_a.jpg
654,7,/home/sanchit/Desktop/app/menWomen/men/00002108.jpg
16909,5.282,/home/sanchit/Desktop/app/Selfie-dataset/images/10249117_230855663787191_588594474_a.jpg
4363,3.949,/home/sanchit/Desktop/app/Selfie-dataset/images/10011385_1454160451487205_1393702943_a.jpg
28487,5.532,/home/sanchit/Desktop/app/Selfie-dataset/images/1209451_833959993296317_1480522967_a.jpg
14581,3.641,/home/sanchit/Desktop/app/Selfie-dataset/images/10246082_1406877089583929_1824007998_a.jpg
13789,5.487,/home/sanchit/Desktop/app/Selfie-dataset/images/10246018_1422748894650622_519054810_a.jpg
6255,4.272,/home/sanchit/Desktop/app/Selfie-dataset/images/10013032_1428456494069367_2122446818_a.jpg
26266,5.27,/home/sanchit/Desktop/app/Selfie-dataset/images/1171107_641914619215746_1815401284_a.jpg
38854,4.155,/home/sanchit/Desktop/app/Selfie-dataset/images/1941295_1399200473689333_722675945_a.jpg
17240,3.414,/home/sanchit/Desktop/app/Selfie-dataset/images/10249143_645720708811121_1907531924_a.jpg
7674,3.671,/home/sanchit/Desktop/app/Selfie-dataset/images/10013258_758066124212541_179776574_a.jpg
21840,4.119,/home/sanchit/Desktop/app/Selfie-dataset/images/10254233_240928736095251_746567856_a.jpg
8759,4.817,/home/sanchit/Desktop/app/Selfie-dataset/images/10175127_138142073022993_1042210442_a.jpg
1256,3.826,/home/sanchit/Desktop/app/Selfie-dataset/images/10005606_710256372371423_1447284932_a.jpg
14481,4.746,/home/sanchit/Desktop/app/Selfie-dataset/images/10246073_255121498007159_737848398_a.jpg
1653,7,/home/sanchit/Desktop/app/menWomen/women/00002207.jpg
42694,5.209,/home/sanchit/Desktop/app/Selfie-dataset/images/926719_272357249600723_1600461065_a.jpg
32131,3.879,/home/sanchit/Desktop/app/Selfie-dataset/images/1516212_615381941880511_1050459329_a.jpg
7603,3.759,/home/sanchit/Desktop/app/Selfie-dataset/images/10013242_858824277480556_240567848_a.jpg
5094,3.696,/home/sanchit/Desktop/app/Selfie-dataset/images/10012431_311124642369026_1529333780_a.jpg
17550,6.049,/home/sanchit/Desktop/app/Selfie-dataset/images/10249166_375583062581934_264903101_a.jpg
33179,4.796,/home/sanchit/Desktop/app/Selfie-dataset/images/1516818_1484186265128407_441622354_a.jpg
11,6,/home/sanchit/Desktop/app/fashionData/goodSamples/img_00068438.jpg
32672,3.782,/home/sanchit/Desktop/app/Selfie-dataset/images/1516583_1479752412236855_1008905673_a.jpg
15367,3.835,/home/sanchit/Desktop/app/Selfie-dataset/images/10246142_625251847529237_162926683_a.jpg
69,3,/home/sanchit/Desktop/app/manual_dataset/3/IMG-20210430-WA0010.jpg
326,2,/home/sanchit/Desktop/app/fashionData/badSamples/img_00054641.jpg
9175,4.887,/home/sanchit/Desktop/app/Selfie-dataset/images/10175162_1421556431436683_1309992962_a.jpg
36028,5.152,/home/sanchit/Desktop/app/Selfie-dataset/images/1538596_823480114332884_430729525_a.jpg
779,2,/home/sanchit/Desktop/app/fashionData/badSamples/img_00024441.jpg
45862,5.166,/home/sanchit/Desktop/app/Selfie-dataset/images/929054_512074968903700_1650169111_a.jpg
7027,5.142,/home/sanchit/Desktop/app/Selfie-dataset/images/10013151_769559199730172_1859491827_a.jpg
15234,5.246,/home/sanchit/Desktop/app/Selfie-dataset/images/10246130_502749013164820_505597698_a.jpg
76,7,/home/sanchit/Desktop/app/menWomen/men/00001232.png
195,7,/home/sanchit/Desktop/app/menWomen/men/00001034.jpg
20722,3.944,/home/sanchit/Desktop/app/Selfie-dataset/images/10254116_1471482009747433_54968320_a.jpg
737,7,/home/sanchit/Desktop/app/menWomen/men/00001182.jpg
6776,4.126,/home/sanchit/Desktop/app/Selfie-dataset/images/10013119_224406351087339_2143728341_a.jpg
26170,5.014,/home/sanchit/Desktop/app/Selfie-dataset/images/1171053_1425010867750743_1637980328_a.jpg
798,1,/home/sanchit/Desktop/app/fashionData/badSamples/img_00047247.jpg
46074,5.356,/home/sanchit/Desktop/app/Selfie-dataset/images/929070_607527385991869_1657576340_a.jpg
14,1,/home/sanchit/Desktop/app/fashionData/badSamples/img_00058476.jpg
14397,5.261,/home/sanchit/Desktop/app/Selfie-dataset/images/10246067_272914312882500_1354113662_a.jpg
19198,3.997,/home/sanchit/Desktop/app/Selfie-dataset/images/10251511_214404292102653_1565000938_a.jpg
17202,5.55,/home/sanchit/Desktop/app/Selfie-dataset/images/10249140_637083206365602_1910148979_a.jpg
9256,5.213,/home/sanchit/Desktop/app/Selfie-dataset/images/10175169_430670627069068_1858997449_a.jpg
1080,4.08,/home/sanchit/Desktop/app/Selfie-dataset/images/10005549_640050456060517_130394435_a.jpg
921,7,/home/sanchit/Desktop/app/menWomen/men/00000973.jpg
4438,3.723,/home/sanchit/Desktop/app/Selfie-dataset/images/10011400_274398696055172_1624664811_a.jpg
41729,4.1,/home/sanchit/Desktop/app/Selfie-dataset/images/926144_210867879123604_595263581_a.jpg
35976,3.731,/home/sanchit/Desktop/app/Selfie-dataset/images/1538590_245309948988761_2137433463_a.jpg
18035,2.895,/home/sanchit/Desktop/app/Selfie-dataset/images/10251419_490765951050167_559559353_a.jpg
556,6,/home/sanchit/Desktop/app/fashionData/goodSamples/img_00065933.jpg
33180,5.812,/home/sanchit/Desktop/app/Selfie-dataset/images/1516818_229058477301786_1420097012_a.jpg
38717,5.198,/home/sanchit/Desktop/app/Selfie-dataset/images/1941209_1485643331647918_600074949_a.jpg
37940,6.012,/home/sanchit/Desktop/app/Selfie-dataset/images/1889262_516316175147063_1252873926_a.jpg
36920,4.9,/home/sanchit/Desktop/app/Selfie-dataset/images/1738434_1481766168705196_1349084179_a.jpg
208,4,/home/sanchit/Desktop/app/manual_dataset/3/IMG-20190808-WA0031.jpg
28783,5.065,/home/sanchit/Desktop/app/Selfie-dataset/images/1209638_1489978687896947_803206814_a.jpg
24169,2.773,/home/sanchit/Desktop/app/Selfie-dataset/images/10261251_1438522963059638_2009564514_a.jpg
6574,4.112,/home/sanchit/Desktop/app/Selfie-dataset/images/10013085_227344847461202_808932718_a.jpg
17235,4.972,/home/sanchit/Desktop/app/Selfie-dataset/images/10249143_1482776215270706_1279188701_a.jpg
20252,4.75,/home/sanchit/Desktop/app/Selfie-dataset/images/10254071_1421863991399566_2072894898_a.jpg
344,6,/home/sanchit/Desktop/app/manual_dataset/4/IMG-20191227-WA0059.jpg
24721,5.192,/home/sanchit/Desktop/app/Selfie-dataset/images/1168748_221214848074449_1075006864_a.jpg
17856,3.076,/home/sanchit/Desktop/app/Selfie-dataset/images/10249190_235816129956639_2116430930_a.jpg
35967,4.492,/home/sanchit/Desktop/app/Selfie-dataset/images/1538589_1409537762646795_542835785_a.jpg
68,1.0,/home/sanchit/Desktop/app/blurData/defocused_blurred/282_SONY-NEX-5T_F.JPG
20804,3.432,/home/sanchit/Desktop/app/Selfie-dataset/images/10254125_699847690038776_1083981162_a.jpg
34082,4.3,/home/sanchit/Desktop/app/Selfie-dataset/images/1527627_790932734267731_273154479_a.jpg
819,2,/home/sanchit/Desktop/app/fashionData/badSamples/img_00025322.jpg
194,4.743,/home/sanchit/Desktop/app/Selfie-dataset/images/10004201_569307643177245_281237491_a.jpg
42072,4.561,/home/sanchit/Desktop/app/Selfie-dataset/images/926170_1425673267689400_2017065591_a.jpg
10289,3.732,/home/sanchit/Desktop/app/Selfie-dataset/images/10175256_685304064859220_1781932393_a.jpg
33901,3.637,/home/sanchit/Desktop/app/Selfie-dataset/images/1527555_274719662703244_14382896_a.jpg
81,1,/home/sanchit/Desktop/app/fashionData/badSamples/img_00058328.jpg
482,5.14,/home/sanchit/Desktop/app/Selfie-dataset/images/10005164_1410263069242180_527948224_a.jpg
19019,3.919,/home/sanchit/Desktop/app/Selfie-dataset/images/10251497_681350985259153_1937920543_a.jpg
28222,4.688,/home/sanchit/Desktop/app/Selfie-dataset/images/1172224_443447292424321_976862718_a.jpg
4372,5.42,/home/sanchit/Desktop/app/Selfie-dataset/images/10011385_683225921744527_818147269_a.jpg
786,3.966,/home/sanchit/Desktop/app/Selfie-dataset/images/10005457_223862181145717_1761627544_a.jpg
10981,4.657,/home/sanchit/Desktop/app/Selfie-dataset/images/10175310_1423548434563874_349832841_a.jpg
31778,3.82,/home/sanchit/Desktop/app/Selfie-dataset/images/1516000_669691529760168_331485131_a.jpg
2755,5.041,/home/sanchit/Desktop/app/Selfie-dataset/images/10009845_770016739690177_1390764863_a.jpg
46158,4.61,/home/sanchit/Desktop/app/Selfie-dataset/images/929078_1490330881182921_1723099829_a.jpg
22875,3.592,/home/sanchit/Desktop/app/Selfie-dataset/images/10254350_259761517529150_1383725208_a.jpg
32930,5.019,/home/sanchit/Desktop/app/Selfie-dataset/images/1516718_607874119281505_193869876_a.jpg
12357,4.689,/home/sanchit/Desktop/app/Selfie-dataset/images/10245907_586184368145346_1980825460_a.jpg
39536,3.308,/home/sanchit/Desktop/app/Selfie-dataset/images/924324_251588311691897_445028395_a.jpg
542,2,/home/sanchit/Desktop/app/manual_dataset/2/IMG-20191012-WA0013.jpg
1350,7,/home/sanchit/Desktop/app/menWomen/men/00001001.jpg
33587,3.656,/home/sanchit/Desktop/app/Selfie-dataset/images/1516970_1402475803359223_2073427142_a.jpg
45710,3.622,/home/sanchit/Desktop/app/Selfie-dataset/images/928512_1439504466294075_502787394_a.jpg
35907,3.275,/home/sanchit/Desktop/app/Selfie-dataset/images/1538554_1421545018104296_150177181_a.jpg
660,1,/home/sanchit/Desktop/app/manual_dataset/1/Screenshot_2021-04-16-01-53-40-908_com.whatsapp.jpg
793,1,/home/sanchit/Desktop/app/fashionData/badSamples/img_00118113.jpg
19023,4.292,/home/sanchit/Desktop/app/Selfie-dataset/images/10251497_848429665172647_1608272625_a.jpg
18256,3.797,/home/sanchit/Desktop/app/Selfie-dataset/images/10251436_1389038471376804_616696372_a.jpg
20041,4.958,/home/sanchit/Desktop/app/Selfie-dataset/images/10251568_605453032874900_1018477524_a.jpg
389,7,/home/sanchit/Desktop/app/menWomen/men/00002291.jpg
36928,6.103,/home/sanchit/Desktop/app/Selfie-dataset/images/1738497_685728558139829_556236406_a.jpg
220,6,/home/sanchit/Desktop/app/menWomen/men/00001052.jpg
1249,7,/home/sanchit/Desktop/app/menWomen/men/00002079.jpg
11011,3.848,/home/sanchit/Desktop/app/Selfie-dataset/images/10175314_1422607834663336_1968849644_a.jpg
276,6,/home/sanchit/Desktop/app/manual_dataset/4/IMG_20200314_084317.jpg
37883,4.893,/home/sanchit/Desktop/app/Selfie-dataset/images/1889202_1384780028430519_1282486529_a.jpg
30822,3.938,/home/sanchit/Desktop/app/Selfie-dataset/images/1515730_530267370427776_958698472_a.jpg
29557,3.813,/home/sanchit/Desktop/app/Selfie-dataset/images/1390160_221388421361976_1683607872_a.jpg
4429,4.508,/home/sanchit/Desktop/app/Selfie-dataset/images/10011396_257091214473919_769479200_a.jpg
41253,4.532,/home/sanchit/Desktop/app/Selfie-dataset/images/925816_538696789573425_25910211_a.jpg
20612,4.175,/home/sanchit/Desktop/app/Selfie-dataset/images/10254106_715167025191097_1342208484_a.jpg
11388,3.744,/home/sanchit/Desktop/app/Selfie-dataset/images/10175344_316481768500576_1864937689_a.jpg
44484,6.431,/home/sanchit/Desktop/app/Selfie-dataset/images/927648_210460052498589_185196261_a.jpg
12590,4.515,/home/sanchit/Desktop/app/Selfie-dataset/images/10245925_263750950463878_1876547344_a.jpg
148,2.0,/home/sanchit/Desktop/app/blurData/motion_blurred/247_HONOR-7X_M.jpg
40972,5.509,/home/sanchit/Desktop/app/Selfie-dataset/images/925458_584587868304263_1690156653_a.jpg
32489,4.132,/home/sanchit/Desktop/app/Selfie-dataset/images/1516461_666293200091126_379461145_a.jpg
2043,7,/home/sanchit/Desktop/app/fashionData/goodSamples/img_00005228.jpg
7249,5.146,/home/sanchit/Desktop/app/Selfie-dataset/images/10013185_232315403636797_614054788_a.jpg
38779,5.114,/home/sanchit/Desktop/app/Selfie-dataset/images/1941245_225758127632844_225474951_a.jpg
25378,5.117,/home/sanchit/Desktop/app/Selfie-dataset/images/1170122_769029189796550_1794561102_a.jpg
39408,4.574,/home/sanchit/Desktop/app/Selfie-dataset/images/1971386_1488749788013682_1240868054_a.jpg
245,3,/home/sanchit/Desktop/app/manual_dataset/3/IMG-20190808-WA0002.jpg
121,1.0,/home/sanchit/Desktop/app/blurData/motion_blurred/126_NIKON-D3400-18-55MM_M.JPG
4894,5.326,/home/sanchit/Desktop/app/Selfie-dataset/images/10011492_261285090710975_1526045537_a.jpg
726,1,/home/sanchit/Desktop/app/fashionData/badSamples/img_00052566.jpg
1332,6,/home/sanchit/Desktop/app/fashionData/goodSamples/img_00020484.jpg
23442,4.82,/home/sanchit/Desktop/app/Selfie-dataset/images/10261112_310586059089573_499164645_a.jpg
3130,6,/home/sanchit/Desktop/app/fashionData/goodSamples/img_00105159.jpg
1586,7,/home/sanchit/Desktop/app/menWomen/women/00001383.jpg
29906,2.994,/home/sanchit/Desktop/app/Selfie-dataset/images/1515131_238680993005531_1968934560_a.jpg
2225,4.987,/home/sanchit/Desktop/app/Selfie-dataset/images/10009268_1480910458790358_433440997_a.jpg
1061,7,/home/sanchit/Desktop/app/menWomen/women/00002222.jpg
18837,3.891,/home/sanchit/Desktop/app/Selfie-dataset/images/10251483_476977505763323_1149285411_a.jpg
8782,5.186,/home/sanchit/Desktop/app/Selfie-dataset/images/10175129_684106528293349_1104228050_a.jpg
31614,3.973,/home/sanchit/Desktop/app/Selfie-dataset/images/1515959_727247427320300_557282701_a.jpg
20492,4.726,/home/sanchit/Desktop/app/Selfie-dataset/images/10254094_1420201681572092_454755538_a.jpg
341,7,/home/sanchit/Desktop/app/menWomen/men/00002306.jpg
38539,5.107,/home/sanchit/Desktop/app/Selfie-dataset/images/1941102_539380912841447_447683231_a.jpg
7442,4.528,/home/sanchit/Desktop/app/Selfie-dataset/images/10013214_659291617452166_565018534_a.jpg
20455,5.325,/home/sanchit/Desktop/app/Selfie-dataset/images/10254090_478250722276372_1493875953_a.jpg
21897,5.017,/home/sanchit/Desktop/app/Selfie-dataset/images/10254238_1565782216980885_1004266921_a.jpg
350,3.988,/home/sanchit/Desktop/app/Selfie-dataset/images/10004311_777683958916409_150288797_a.jpg
6819,3.118,/home/sanchit/Desktop/app/Selfie-dataset/images/10013126_1400692296873100_82139157_a.jpg
3038,4.154,/home/sanchit/Desktop/app/Selfie-dataset/images/10009921_549533385162058_664272781_a.jpg
13328,5.452,/home/sanchit/Desktop/app/Selfie-dataset/images/10245985_1401726050101780_1086478107_a.jpg
45781,4.586,/home/sanchit/Desktop/app/Selfie-dataset/images/929047_245252212327865_1183350585_a.jpg
12788,4.29,/home/sanchit/Desktop/app/Selfie-dataset/images/10245942_1390145724599543_1030439519_a.jpg
3733,5.109,/home/sanchit/Desktop/app/Selfie-dataset/images/10011273_445813602188772_1561073019_a.jpg
12101,5.685,/home/sanchit/Desktop/app/Selfie-dataset/images/10175399_625565770860524_1598234397_a.jpg
187,3,/home/sanchit/Desktop/app/manual_dataset/3/IMG_20191005_000821_Bokeh.jpg
2065,5,/home/sanchit/Desktop/app/fashionData/goodSamples/img_00096876.jpg
13299,4.195,/home/sanchit/Desktop/app/Selfie-dataset/images/10245982_616286958459269_770397118_a.jpg
33434,3.898,/home/sanchit/Desktop/app/Selfie-dataset/images/1516910_680166865357731_1888074605_a.jpg
35176,4.209,/home/sanchit/Desktop/app/Selfie-dataset/images/1530837_274246479418075_1535309632_a.jpg
22511,4.237,/home/sanchit/Desktop/app/Selfie-dataset/images/10254307_234018066794472_472123822_a.jpg
24811,5.289,/home/sanchit/Desktop/app/Selfie-dataset/images/1168787_1470097303219687_1941772417_a.jpg
34314,3.517,/home/sanchit/Desktop/app/Selfie-dataset/images/1527715_1411992652398622_162968765_a.jpg
14772,4.211,/home/sanchit/Desktop/app/Selfie-dataset/images/10246095_1399968866943893_1818604224_a.jpg
41975,3.728,/home/sanchit/Desktop/app/Selfie-dataset/images/926162_432655436878557_582428652_a.jpg
25237,5.49,/home/sanchit/Desktop/app/Selfie-dataset/images/1170051_281464032022802_1857006824_a.jpg
28486,4.184,/home/sanchit/Desktop/app/Selfie-dataset/images/1209451_669381696458107_1942933340_a.jpg
29658,5.228,/home/sanchit/Desktop/app/Selfie-dataset/images/1515071_1414421222153187_1423873175_a.jpg
43509,3.453,/home/sanchit/Desktop/app/Selfie-dataset/images/927046_227565284104502_295893842_a.jpg
42801,5.452,/home/sanchit/Desktop/app/Selfie-dataset/images/926727_273217086185324_601825215_a.jpg
4801,4.375,/home/sanchit/Desktop/app/Selfie-dataset/images/10011474_570114826421111_2124106920_a.jpg
41227,4.912,/home/sanchit/Desktop/app/Selfie-dataset/images/925814_750742724956073_498604013_a.jpg
25375,2.976,/home/sanchit/Desktop/app/Selfie-dataset/images/1170122_308388862648123_684954177_a.jpg
41402,4.042,/home/sanchit/Desktop/app/Selfie-dataset/images/925828_1496762283877503_91891706_a.jpg
544,1,/home/sanchit/Desktop/app/fashionData/badSamples/img_00039443.jpg
27696,5.194,/home/sanchit/Desktop/app/Selfie-dataset/images/1172087_1435305043383056_274633789_a.jpg
35584,5.317,/home/sanchit/Desktop/app/Selfie-dataset/images/1530896_736420299722502_811962088_a.jpg
2680,7,/home/sanchit/Desktop/app/fashionData/goodSamples/img_00110029.jpg
154,1,/home/sanchit/Desktop/app/fashionData/badSamples/img_00069439.jpg
38892,6.072,/home/sanchit/Desktop/app/Selfie-dataset/images/1962899_439611126184032_708558633_a.jpg
333,7,/home/sanchit/Desktop/app/menWomen/men/00000756.jpg
3903,4.84,/home/sanchit/Desktop/app/Selfie-dataset/images/10011307_605896916162296_1474140456_a.jpg
233,3,/home/sanchit/Desktop/app/manual_dataset/3/IMG_20200811_204056.jpg
41153,2.916,/home/sanchit/Desktop/app/Selfie-dataset/images/925474_1486967208183329_320313543_a.jpg
9993,6.145,/home/sanchit/Desktop/app/Selfie-dataset/images/10175228_700269216682520_830494657_a.jpg
